tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N658AW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N658DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N658JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N658SW,1985,Fixed wing multi engine,BOEING,737-3L9,2,149,NA,Turbo-fan
N658UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N659AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N659BR,2001,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N659DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N659JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N659SW,1985,Fixed wing multi engine,BOEING,737-301,2,149,NA,Turbo-fan
N659UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N66051,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N66056,2001,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N66057,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N660AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N660DL,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N660UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N661AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N661DN,1990,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N661JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N661UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N661US,1989,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N662AW,2000,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N662DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N662JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N662UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N663AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N663DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N663JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N663SW,1985,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N663UA,1993,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N664AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N664DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N664UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N664US,1989,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N665AW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N665DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N665JB,2007,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N665UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N665US,1989,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N666DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N666UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N667AW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N667DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N667UA,1998,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N667US,1990,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N66803,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66808,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66814,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66825,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66828,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66831,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N66837,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N668AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N668DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N668UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N669AW,2002,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N669DN,1991,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N669UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N6700,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6701,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6702,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6703D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6704Z,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67052,2000,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N67058,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N6705Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6706Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6707A,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6708D,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6709,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N670SW,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-jet
N670UA,NA,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N6710E,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6711M,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6712B,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67134,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N6713Y,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6714Q,2000,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6715C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N6716C,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N67171,2001,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671DN,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N671UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N672AW,2004,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N672DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N672UA,1999,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N673AW,NA,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N673DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N673UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N673US,1999,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N674DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N674UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N675AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N675BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N675DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N675NW,2002,Fixed wing multi engine,BOEING,747-451,4,450,NA,Turbo-jet
N675UA,2000,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N676CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N676DL,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N676UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N677UA,2001,Fixed wing multi engine,BOEING,767-322,2,330,NA,Turbo-fan
N67812,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67815,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N67827,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N678AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N678CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N678DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N679AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N679CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N679DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N679SA,NA,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N68061,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N680AW,2005,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N680BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N680DA,1992,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N681DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N682DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N683BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N683DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N68452,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68453,2012,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N684DA,1993,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N684WN,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-jet
N685BR,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N685DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N685SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N686BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N686DA,1995,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N687DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N687SW,1986,Fixed wing multi engine,BOEING,737-3Q8,2,149,NA,Turbo-fan
N68801,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68802,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68805,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68807,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68811,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68817,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68821,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68822,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68823,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N68836,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N688DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N689CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N689DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N69059,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N69063,2002,Fixed wing multi engine,BOEING,767-424ER,2,292,NA,Turbo-jet
N690DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N691CA,2007,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N691WN,1988,Fixed wing multi engine,BOEING,737-3G7,2,149,NA,Turbo-jet
N692CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N692DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N693BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N693CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N693DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N694DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N694SW,1985,Fixed wing multi engine,BOEING,737-3T5,2,149,NA,Turbo-jet
N695CA,2006,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N695DL,1998,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N696DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N697SW,1988,Fixed wing multi engine,BOEING,737-3TO,2,149,NA,Turbo-jet
N69804,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69806,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69810,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69813,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69816,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69818,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69819,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69824,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69826,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69829,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69830,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69833,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69835,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N69838,2014,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N698DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N699BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N699DL,1999,Fixed wing multi engine,BOEING,757-232,2,178,NA,Turbo-fan
N700GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N700UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N701BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N701DN,2008,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N701GS,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N701SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N701UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N702BR,2000,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N702DN,2008,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N702SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N702TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N702UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N703AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
N703DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N703JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N703SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N703SW,1997,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N703TW,1996,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N703UW,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704DK,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N704SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N704US,1998,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N704X,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N705AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
N705DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N705JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N705SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N705SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N705TW,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N705UW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N706AS,1998,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
N706DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N706JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N706SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N706SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N706TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N707DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N707EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N707SK,1999,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N707TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N708AS,1999,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
N708DN,2009,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N708EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N708SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N708SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N708UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N709BR,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,NA,Turbo-fan
N709DN,2010,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N709EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N709SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N709SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N709TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N709UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N710DN,2010,Fixed wing multi engine,BOEING,777-232LR,2,442,NA,Turbo-fan
N710EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N710SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N710TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N710UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N711HK,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N711UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N711ZX,1997,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N712EV,2002,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N712SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N712SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N712TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N712US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N713AS,1999,Fixed wing multi engine,BOEING,737-490,2,149,NA,Turbo-jet
N713EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N713SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N713TW,1997,Fixed wing multi engine,BOEING,757-2Q8,2,178,NA,Turbo-fan
N713UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N71411,2002,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N714CB,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N714US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N715JB,2008,Fixed wing multi engine,AIRBUS,A320-232,2,200,NA,Turbo-fan
N715SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N715SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N715UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N716EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N716SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N716SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N716UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N717EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N717JL,2002,Fixed wing multi engine,BOEING,717-200,2,100,NA,Turbo-fan
N717SA,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N717TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N717UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N718EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N718SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N718SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N718TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N719EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N719SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N719SW,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N720EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N720WN,1998,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N721TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N721UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N722EV,2003,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N722TW,1999,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N722US,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N723EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N723SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N723TW,2000,Fixed wing multi engine,BOEING,757-231,2,178,NA,Turbo-fan
N723UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N72405,2001,Fixed wing multi engine,BOEING,737-924,2,191,NA,Turbo-fan
N724EV,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N724SK,2004,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N724SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N724UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N725SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N725UW,1999,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2,179,NA,Turbo-fan
N726SK,2005,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N726SW,1999,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
